type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,FraudProbability,NewSystemFlaggedFraud,PredictionCorrect,PredictionStatus
CASH_OUT,37552.17,79375.0,41822.83,190507.5,289488.66,0,0.004403250060931259,0,True,TN - No fraude correctamente ignorado
PAYMENT,235.18,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,13830.67,30628.0,16797.33,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,6194.73,1283.0,0.0,0.0,0.0,0,0.00023252487336288392,0,True,TN - No fraude correctamente ignorado
PAYMENT,13285.62,41581.0,28295.38,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,130815.3,40260.0,0.0,0.0,130815.3,0,0.0058910278107216696,0,True,TN - No fraude correctamente ignorado
PAYMENT,7074.49,61837.0,54762.51,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,339567.34,99699.0,0.0,607083.84,1185047.02,0,0.021026196425744496,0,True,TN - No fraude correctamente ignorado
CASH_OUT,211227.79,12011.0,0.0,237404.67,448632.46,0,0.0004611855571664966,0,True,TN - No fraude correctamente ignorado
CASH_OUT,178211.81,193051.63,14839.82,246426.8,424638.61,0,0.00026591525704665277,0,True,TN - No fraude correctamente ignorado
CASH_IN,192258.81,4253887.44,4446146.25,708147.69,515888.87,0,0.0,0,True,TN - No fraude correctamente ignorado
DEBIT,6664.68,0.0,0.0,620426.42,627091.1,0,0.00017381203170675413,0,True,TN - No fraude correctamente ignorado
PAYMENT,3507.27,54912.95,51405.68,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,10935.16,10941.0,5.84,0.0,0.0,0,0.005369001201595366,0,True,TN - No fraude correctamente ignorado
CASH_OUT,12636.91,198878.0,186241.09,334476.7,347113.61,0,0.004047248098164115,0,True,TN - No fraude correctamente ignorado
CASH_OUT,389023.15,137664.0,0.0,2829581.22,3218604.37,0,0.011094594027045495,0,True,TN - No fraude correctamente ignorado
PAYMENT,42542.87,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,10540.11,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
TRANSFER,413118.06,0.0,0.0,2158838.81,2571956.87,0,0.00010726865193723983,0,True,TN - No fraude correctamente ignorado
CASH_OUT,350828.36,22277.19,0.0,493845.7,844674.06,0,0.0014215264775104982,0,True,TN - No fraude correctamente ignorado
CASH_IN,115491.55,7666849.67,7782341.22,54673328.13,54767445.83,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,40313.43,0.0,0.0,320583.24,360896.66,0,0.003090060352749418,0,True,TN - No fraude correctamente ignorado
PAYMENT,7494.91,317618.0,310123.09,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,49394.9,309579.0,358973.9,566645.62,517250.72,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,2867.7,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
TRANSFER,651891.66,0.0,0.0,1176434.63,1828326.29,0,0.001988670557933482,0,True,TN - No fraude correctamente ignorado
CASH_OUT,245210.26,0.0,0.0,290224.43,535434.69,0,0.00025567032703927256,0,True,TN - No fraude correctamente ignorado
PAYMENT,6419.77,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
TRANSFER,199768.39,30908.0,0.0,144822.88,344591.27,0,0.0003867460062530909,0,True,TN - No fraude correctamente ignorado
PAYMENT,1102.11,6044.0,4941.89,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,2410.82,149.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_IN,19827.83,22760.0,42587.83,120572.64,100744.82,0,0.000391151485586348,0,True,TN - No fraude correctamente ignorado
PAYMENT,10118.95,71282.09,61163.14,0.0,0.0,0,0.0016816816816816816,0,True,TN - No fraude correctamente ignorado
CASH_IN,304408.97,4276845.77,4581254.74,1443186.93,1314479.93,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,24260.16,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,2166.64,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,26517.41,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,1706.42,155898.61,154192.19,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,3025.58,5266615.3,5269640.88,374840.88,371815.3,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_IN,185302.06,571594.09,756896.15,2980614.68,3068406.26,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,440943.92,0.0,0.0,3235534.86,3676478.78,0,0.0006126749430910164,0,True,TN - No fraude correctamente ignorado
CASH_IN,32872.44,3856463.53,3889335.96,126389.33,93516.9,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,5267.67,360377.14,355109.48,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,10101.05,318411.59,308310.53,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,128068.45,17581.0,0.0,1118000.94,1246069.39,0,0.0007044562538794582,0,True,TN - No fraude correctamente ignorado
CASH_OUT,48340.41,678.0,0.0,0.0,48340.41,0,0.004671853244001941,0,True,TN - No fraude correctamente ignorado
CASH_IN,21330.49,304.0,21634.49,140469.76,119139.26,0,0.0027150151219499843,0,True,TN - No fraude correctamente ignorado
PAYMENT,1663.89,71544.2,69880.31,0.0,0.0,0,0.00911904900291997,0,True,TN - No fraude correctamente ignorado
PAYMENT,18231.42,169310.0,151078.58,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
TRANSFER,198168.29,0.0,0.0,1019834.9,1218003.18,0,0.00010726865193723983,0,True,TN - No fraude correctamente ignorado
CASH_OUT,121867.52,0.0,0.0,386038.5,507906.02,0,0.00030586162510431395,0,True,TN - No fraude correctamente ignorado
PAYMENT,17722.83,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_IN,138188.79,3410955.51,3549144.29,12471808.06,12420633.66,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,182230.31,11068.0,0.0,0.0,182230.31,0,0.0031613679209917165,0,True,TN - No fraude correctamente ignorado
CASH_IN,296332.56,4929370.47,5225703.03,10944160.72,10647828.16,0,2.1578009194108266e-05,0,True,TN - No fraude correctamente ignorado
CASH_IN,185921.45,40004.0,225925.45,0.0,0.0,0,2.2648547828403942e-05,0,True,TN - No fraude correctamente ignorado
CASH_IN,100215.88,4568850.91,4669066.79,559718.3,459502.42,0,0.0,0,True,TN - No fraude correctamente ignorado
TRANSFER,311520.05,0.0,0.0,1933755.28,2245275.33,0,0.00010726865193723983,0,True,TN - No fraude correctamente ignorado
CASH_IN,157566.66,2305807.27,2463373.93,238667.47,81100.81,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,412039.23,0.0,0.0,907562.59,1319601.82,0,0.0007129742408485989,0,True,TN - No fraude correctamente ignorado
CASH_OUT,144323.0,344.0,0.0,431996.95,576319.94,0,0.00030586162510431395,0,True,TN - No fraude correctamente ignorado
CASH_OUT,173650.31,465.0,0.0,93953.68,267603.99,0,0.0007487510232337525,0,True,TN - No fraude correctamente ignorado
PAYMENT,2450.32,47572.0,45121.68,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
TRANSFER,702217.26,7738.0,0.0,1244935.26,1947152.53,0,0.001988670557933482,0,True,TN - No fraude correctamente ignorado
PAYMENT,4304.98,322980.17,318675.18,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,705.6,90552.0,89846.4,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,31062.78,0.0,0.0,5581968.59,5613031.37,0,0.002807879025007384,0,True,TN - No fraude correctamente ignorado
CASH_OUT,253258.03,11472.0,0.0,1978003.39,2231261.42,0,0.0015474088030662239,0,True,TN - No fraude correctamente ignorado
CASH_OUT,338990.34,0.0,0.0,2078772.67,2417763.01,0,0.001374886333744477,0,True,TN - No fraude correctamente ignorado
CASH_OUT,170937.52,9005.0,0.0,0.0,170937.52,0,0.002838327246388542,0,True,TN - No fraude correctamente ignorado
CASH_OUT,239956.29,42953.0,0.0,16750.57,256706.86,0,0.003417204232475753,0,True,TN - No fraude correctamente ignorado
CASH_OUT,398869.2,0.0,0.0,4419839.79,5004308.65,0,0.0004105948789726393,0,True,TN - No fraude correctamente ignorado
CASH_OUT,272812.84,0.0,0.0,9374687.58,9647500.43,0,0.00041368825068849286,0,True,TN - No fraude correctamente ignorado
CASH_OUT,212119.41,0.0,0.0,315409.95,527529.36,0,0.0002659948108150838,0,True,TN - No fraude correctamente ignorado
CASH_OUT,67243.57,529274.16,462030.59,5870546.38,5937789.95,0,0.0007572143557822938,0,True,TN - No fraude correctamente ignorado
PAYMENT,14136.82,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,178759.3,32627.0,0.0,1023650.86,1202410.16,0,0.002677949121640921,0,True,TN - No fraude correctamente ignorado
PAYMENT,10192.83,4117.0,0.0,0.0,0.0,0,0.00023252487336288392,0,True,TN - No fraude correctamente ignorado
CASH_OUT,101326.96,0.0,0.0,469567.93,570894.89,0,0.00030586162510431395,0,True,TN - No fraude correctamente ignorado
CASH_OUT,404587.93,0.0,0.0,1906495.8,2311083.73,0,0.001374886333744477,0,True,TN - No fraude correctamente ignorado
PAYMENT,19066.19,59618.0,40551.81,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,6090.28,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,7106.69,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,6769.08,134708.0,127938.92,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,6049.07,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,443543.31,0.0,0.0,4638838.41,5082381.72,0,0.0004105948789726393,0,True,TN - No fraude correctamente ignorado
CASH_OUT,248883.93,0.0,0.0,522605.67,771489.59,0,0.00021493822082211455,0,True,TN - No fraude correctamente ignorado
CASH_OUT,291673.64,11208.0,0.0,8004619.51,8296293.15,0,0.0008535451497536849,0,True,TN - No fraude correctamente ignorado
CASH_OUT,206177.06,240.0,0.0,31003.0,237180.06,0,0.003007553468046399,0,True,TN - No fraude correctamente ignorado
CASH_IN,217925.93,11415.0,229340.93,28425.0,0.0,0,2.2648547828403942e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,152506.7,0.0,0.0,777340.49,929847.19,0,0.00030586162510431395,0,True,TN - No fraude correctamente ignorado
CASH_IN,172490.41,6421362.96,6593853.37,2073021.69,1900531.28,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
PAYMENT,9003.62,7514.0,0.0,0.0,0.0,0,0.00023252487336288392,0,True,TN - No fraude correctamente ignorado
CASH_OUT,220099.24,0.0,0.0,1687606.76,1907706.0,0,0.0004402922137633679,0,True,TN - No fraude correctamente ignorado
CASH_OUT,336716.26,20313.0,0.0,334893.85,671610.12,0,0.0009584735985770693,0,True,TN - No fraude correctamente ignorado
PAYMENT,1656.47,11442.0,9785.53,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,175792.3,5566.0,0.0,574798.15,852204.58,0,0.0002379890873683614,0,True,TN - No fraude correctamente ignorado
CASH_IN,195208.65,5325435.47,5520644.12,805859.31,610650.66,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,501989.12,51456.0,0.0,1622160.08,2124149.2,0,0.007678889963954418,0,True,TN - No fraude correctamente ignorado
PAYMENT,4722.13,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_IN,12321.4,3647496.06,3659817.45,5678310.43,5665989.03,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,2071.82,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,118850.05,0.0,0.0,392668.08,1666040.64,0,0.000346640583953668,0,True,TN - No fraude correctamente ignorado
PAYMENT,5950.01,214113.0,208162.99,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,42938.15,9145103.11,9188041.26,465884.53,586765.0,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,172218.14,18575.19,0.0,1563473.79,1735691.93,0,0.0004733176195746595,0,True,TN - No fraude correctamente ignorado
PAYMENT,606.42,635810.45,635204.03,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,65696.65,102359.0,36662.35,1424505.97,1490202.62,0,0.0008724391645584817,0,True,TN - No fraude correctamente ignorado
CASH_IN,37866.3,20409770.6,20447636.9,192735.35,154869.05,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,241434.05,0.0,0.0,429474.77,670908.82,0,0.00021493822082211455,0,True,TN - No fraude correctamente ignorado
PAYMENT,12468.06,52026.0,39557.94,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,180973.59,27503233.46,27684207.04,452174.99,271201.4,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
PAYMENT,29942.46,63247.0,33304.54,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,1112.89,31083.0,29970.11,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,23061.85,0.0,0.0,256953.44,280015.29,0,0.005708827403882372,0,True,TN - No fraude correctamente ignorado
CASH_OUT,19973.42,4596.0,0.0,0.0,19973.42,0,0.012539496061462272,0,True,TN - No fraude correctamente ignorado
PAYMENT,17364.04,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,32786.04,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
TRANSFER,745848.13,0.0,0.0,1324987.48,2070835.61,0,0.001988670557933482,0,True,TN - No fraude correctamente ignorado
CASH_OUT,124924.41,0.0,0.0,621411.87,746336.28,0,0.00030586162510431395,0,True,TN - No fraude correctamente ignorado
PAYMENT,15725.0,278751.21,263026.21,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,116319.7,0.0,0.0,183341.19,177592.69,0,0.0013991317095176671,0,True,TN - No fraude correctamente ignorado
TRANSFER,396641.31,0.0,0.0,1753636.94,2150278.25,0,0.00033426984668037007,0,True,TN - No fraude correctamente ignorado
CASH_IN,242063.73,20630.0,262693.73,576867.75,230436.86,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,481413.86,20350058.49,20831472.35,1967612.69,1486198.83,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
PAYMENT,7348.41,191381.43,184033.02,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,21865.02,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,271351.49,0.0,0.0,5436759.19,5708110.68,0,0.00041368825068849286,0,True,TN - No fraude correctamente ignorado
CASH_OUT,69970.03,0.0,0.0,3553016.45,3622986.49,0,0.0007453352423212832,0,True,TN - No fraude correctamente ignorado
PAYMENT,121.65,665.0,543.35,0.0,0.0,0,0.005603550588267699,0,True,TN - No fraude correctamente ignorado
PAYMENT,15143.75,538.0,0.0,0.0,0.0,0,0.00023252487336288392,0,True,TN - No fraude correctamente ignorado
CASH_IN,29529.5,6503025.55,6532555.05,818638.55,789109.04,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,224884.35,50829.0,0.0,3602070.8,3755465.24,0,0.004486713275812521,0,True,TN - No fraude correctamente ignorado
CASH_IN,84955.74,10895.0,95850.74,2620791.08,2535835.34,0,0.0013675213675213675,0,True,TN - No fraude correctamente ignorado
TRANSFER,171056.61,0.0,0.0,850463.27,1021519.88,0,0.00010726865193723983,0,True,TN - No fraude correctamente ignorado
PAYMENT,17340.62,47906.62,30566.0,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,51460.8,48116.72,0.0,843015.38,894476.18,0,0.009480771734595165,0,True,TN - No fraude correctamente ignorado
CASH_OUT,160223.33,0.0,0.0,294763.07,454986.4,0,0.013835431995335821,0,True,TN - No fraude correctamente ignorado
CASH_OUT,154714.66,0.0,0.0,1817262.97,1971977.63,0,0.004703398277122176,0,True,TN - No fraude correctamente ignorado
PAYMENT,12162.09,19871.0,7708.91,0.0,0.0,0,0.00022836538461538464,0,True,TN - No fraude correctamente ignorado
CASH_OUT,101574.18,32.0,0.0,24849.0,0.0,0,0.005303856928418589,0,True,TN - No fraude correctamente ignorado
CASH_OUT,225130.94,0.0,0.0,292518.46,517649.4,0,0.0002659948108150838,0,True,TN - No fraude correctamente ignorado
CASH_OUT,173026.04,218803.97,45777.93,4275462.8,4448488.84,0,0.0008689133563701833,0,True,TN - No fraude correctamente ignorado
PAYMENT,8107.2,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,8496.96,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,227333.41,100391.0,0.0,0.0,227333.41,0,0.08866043663266572,0,True,TN - No fraude correctamente ignorado
CASH_OUT,20578.45,15443.0,0.0,731634.12,752212.57,0,0.008905624701205978,0,True,TN - No fraude correctamente ignorado
PAYMENT,14959.65,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,5592.55,163.0,0.0,0.0,0.0,0,0.00023252487336288392,0,True,TN - No fraude correctamente ignorado
CASH_IN,39764.77,25573.0,65337.77,415580.45,375815.68,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,144524.24,3603114.48,3747638.72,1518229.73,1373705.49,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,102784.01,40773.0,0.0,0.0,102784.01,0,0.009036226330200684,0,True,TN - No fraude correctamente ignorado
PAYMENT,558.94,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,24077.97,41725.0,17647.03,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,177876.2,0.0,0.0,1389255.54,1567131.74,0,0.0003038885219687663,0,True,TN - No fraude correctamente ignorado
PAYMENT,14314.2,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_IN,45284.32,1588327.19,1633611.5,588483.8,543199.49,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,5771.92,5989.0,217.08,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,3336.29,11520.0,8183.71,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,3188.2,227538.45,224350.26,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
TRANSFER,1296892.47,41022.0,0.0,0.0,1296892.47,0,0.016098386259852094,0,True,TN - No fraude correctamente ignorado
CASH_OUT,342635.79,59956.0,0.0,0.0,342635.79,0,0.004436129980947439,0,True,TN - No fraude correctamente ignorado
PAYMENT,1958.72,20337.0,18378.28,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,131476.86,0.0,0.0,29425718.95,29557195.81,0,0.0005301326682427308,0,True,TN - No fraude correctamente ignorado
PAYMENT,9800.34,30302.0,20501.66,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,3191.75,11692.0,8500.25,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,277045.96,1232246.93,1509292.89,2043794.12,1766748.16,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,119522.23,0.0,0.0,221640.54,341162.77,0,0.0007010171137650597,0,True,TN - No fraude correctamente ignorado
CASH_OUT,229224.54,79928.0,0.0,512824.23,742048.77,0,0.006251237738405665,0,True,TN - No fraude correctamente ignorado
CASH_OUT,137615.53,0.0,0.0,190196.11,327811.64,0,0.0007010171137650597,0,True,TN - No fraude correctamente ignorado
CASH_OUT,40002.18,0.0,0.0,73791.64,113793.81,0,0.0015593031915660232,0,True,TN - No fraude correctamente ignorado
CASH_OUT,127791.04,0.0,0.0,207737.07,147266.58,0,0.003551707275919864,0,True,TN - No fraude correctamente ignorado
TRANSFER,523995.81,0.0,0.0,1093702.91,1617698.72,0,0.00010726865193723983,0,True,TN - No fraude correctamente ignorado
PAYMENT,13903.87,301239.0,287335.13,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,3038.34,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,259178.6,66009.2,0.0,789447.52,1048626.12,0,0.002811021519190524,0,True,TN - No fraude correctamente ignorado
CASH_OUT,209506.45,0.0,0.0,1007226.27,1216732.72,0,0.0002911621391983307,0,True,TN - No fraude correctamente ignorado
PAYMENT,228.57,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,6413.36,25025.0,18611.64,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
TRANSFER,735162.29,79221.0,0.0,157426.0,670803.86,0,0.002539528862695094,0,True,TN - No fraude correctamente ignorado
PAYMENT,9197.7,6088.0,0.0,0.0,0.0,0,0.00023252487336288392,0,True,TN - No fraude correctamente ignorado
CASH_OUT,16572.85,0.0,0.0,87632.97,104205.82,0,0.003465333127859544,0,True,TN - No fraude correctamente ignorado
CASH_OUT,219124.87,0.0,0.0,4350080.0,4569204.87,0,0.000424012734464304,0,True,TN - No fraude correctamente ignorado
PAYMENT,1320.98,991.0,0.0,0.0,0.0,0,0.00023252487336288392,0,True,TN - No fraude correctamente ignorado
PAYMENT,14165.2,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_IN,89847.65,3834966.2,3924813.85,1450258.07,1360410.41,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,7025.46,5515.0,0.0,0.0,0.0,0,0.00023252487336288392,0,True,TN - No fraude correctamente ignorado
CASH_OUT,101442.04,25837.0,0.0,432706.17,534148.21,0,0.005905921804149647,0,True,TN - No fraude correctamente ignorado
PAYMENT,112.71,270074.0,269961.29,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,137364.98,20977.0,0.0,423212.15,560577.13,0,0.0008921289288649256,0,True,TN - No fraude correctamente ignorado
CASH_OUT,219359.63,36.0,0.0,188847.39,408207.02,0,0.0002659948108150838,0,True,TN - No fraude correctamente ignorado
CASH_OUT,231796.11,0.0,0.0,7777531.56,8009327.67,0,0.000424012734464304,0,True,TN - No fraude correctamente ignorado
PAYMENT,11305.27,51466.0,40160.73,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,307076.3,0.0,0.0,907584.04,1214660.34,0,0.0004558230245804782,0,True,TN - No fraude correctamente ignorado
PAYMENT,20745.01,1339.14,0.0,0.0,0.0,0,0.00023252487336288392,0,True,TN - No fraude correctamente ignorado
CASH_IN,150884.44,3046045.59,3196930.02,357019.8,206135.36,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,50675.69,2149638.11,2200313.8,94380.36,43704.67,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,114336.2,1848571.58,1962907.78,213549.5,99213.3,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,163822.86,170207.0,6384.14,2570994.0,2734816.86,0,0.005850089258678911,0,True,TN - No fraude correctamente ignorado
CASH_OUT,243999.38,33215.0,0.0,392846.06,1109339.65,0,0.002629777779343623,0,True,TN - No fraude correctamente ignorado
CASH_IN,130937.79,6302.0,137239.79,2357404.19,2226466.4,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,203126.86,3535641.47,3738768.33,717385.02,514258.16,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,6028.47,10210.0,4181.53,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,136202.34,30376.0,0.0,5778384.99,5914587.33,0,0.004205598044082283,0,True,TN - No fraude correctamente ignorado
CASH_OUT,211468.45,0.0,0.0,5476141.03,5687609.47,0,0.000424012734464304,0,True,TN - No fraude correctamente ignorado
CASH_OUT,23384.5,0.0,0.0,107923.6,131308.1,0,0.017779185157455083,0,True,TN - No fraude correctamente ignorado
CASH_IN,169690.48,96747.0,266437.48,720850.86,551160.38,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,153872.53,21747.0,175619.53,54752.86,0.0,0,2.2648547828403942e-05,0,True,TN - No fraude correctamente ignorado
CASH_IN,466010.13,76890.0,542900.13,250734.16,0.0,0,0.0026998925469114837,0,True,TN - No fraude correctamente ignorado
PAYMENT,1460.38,11333.0,9872.62,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,309228.57,0.0,0.0,1099080.45,1542952.33,0,0.0004558230245804782,0,True,TN - No fraude correctamente ignorado
PAYMENT,2708.64,19989.0,17280.36,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,27146.38,250704.81,223558.43,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,264500.65,107.0,0.0,0.0,264500.65,0,0.002700912220284748,0,True,TN - No fraude correctamente ignorado
CASH_OUT,275677.72,10715.0,0.0,7571778.06,7847455.78,0,0.0008566385214695384,0,True,TN - No fraude correctamente ignorado
PAYMENT,7776.94,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,326332.44,0.0,0.0,2524300.2,2850632.64,0,0.0005906895993963107,0,True,TN - No fraude correctamente ignorado
TRANSFER,9173555.28,11136.0,0.0,0.0,9173555.28,0,0.032858955317643816,0,True,TN - No fraude correctamente ignorado
TRANSFER,519429.89,21330.0,0.0,0.0,519429.89,0,0.010895748385921155,0,True,TN - No fraude correctamente ignorado
CASH_OUT,204681.48,26633.36,0.0,358483.37,563164.84,0,0.01435142263319757,0,True,TN - No fraude correctamente ignorado
CASH_OUT,436651.48,0.0,0.0,650689.68,1087341.16,0,0.0031982441554879383,0,True,TN - No fraude correctamente ignorado
CASH_IN,495102.41,2639956.39,3135058.8,1474430.59,979328.18,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,50216.74,0.0,0.0,2116832.23,2167048.96,0,0.0015619367835004393,0,True,TN - No fraude correctamente ignorado
CASH_IN,46022.55,1753279.79,1799302.34,316671.75,270649.2,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,99438.88,7116846.95,7216285.83,2269470.45,2170031.57,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_IN,499.41,5072149.83,5072649.23,1577560.27,1577060.87,0,0.0026406712743625676,0,True,TN - No fraude correctamente ignorado
