step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
253,PAYMENT,16813.33,C1903482339,5059.0,0.0,M2095907271,0.0,0.0,0,0
286,CASH_OUT,110690.47,C660643673,273.0,0.0,C1682054200,0.0,110690.47,0,0
42,CASH_OUT,366726.89,C1204438023,59631.0,0.0,C1995863597,762546.71,1129273.6,0,0
20,CASH_OUT,56949.57,C733238011,0.0,0.0,C316251573,86479.0,0.0,0,0
44,CASH_OUT,192355.26,C147439188,1834.0,0.0,C1265459903,1155580.4,1347935.67,0,0
380,CASH_OUT,26845.38,C230822290,21960.0,0.0,C1533714139,0.0,26845.38,0,0
356,TRANSFER,371060.99,C1255245746,0.0,0.0,C658704036,1945191.97,2316252.96,0,0
371,CASH_IN,269155.32,C1118736391,4176800.48,4445955.81,C492550628,1492229.72,1223074.4,0,0
371,PAYMENT,1386.74,C90329963,0.0,0.0,M1006745850,0.0,0.0,0,0
683,PAYMENT,8723.22,C937253985,10434.0,1710.78,M1658223762,0.0,0.0,0,0
302,CASH_IN,229286.62,C184792762,3381861.83,3611148.45,C712420854,463555.55,234268.93,0,0
10,PAYMENT,7091.41,C1078453535,0.0,0.0,M845895829,0.0,0.0,0,0
695,CASH_IN,75340.38,C1491310847,2997411.07,3072751.45,C1980905671,558997.63,483657.25,0,0
228,CASH_OUT,68615.8,C1094877184,0.0,0.0,C2073372495,6269677.09,6338292.89,0,0
132,CASH_OUT,168835.39,C814540095,10725.0,0.0,C787762547,0.0,168835.39,0,0
355,CASH_OUT,111794.63,C1551313486,0.0,0.0,C321296410,3845890.64,3957685.27,0,0
297,CASH_IN,59493.53,C823825571,459052.01,518545.55,C872744877,252299.72,192806.19,0,0
226,CASH_OUT,97978.67,C2060440413,0.0,0.0,C1467456170,2255388.15,2353366.82,0,0
42,CASH_OUT,14916.84,C1307539084,67468.0,52551.16,C500281110,220915.54,398151.27,0,0
179,CASH_OUT,151620.48,C119869464,0.0,0.0,C1910561493,343721.4,495341.88,0,0
394,CASH_OUT,377561.69,C989171871,49650.0,0.0,C699589547,0.0,377561.69,0,0
133,PAYMENT,9246.25,C1522387903,402429.78,393183.53,M53431387,0.0,0.0,0,0
282,PAYMENT,11949.08,C395223559,0.0,0.0,M473373231,0.0,0.0,0,0
301,CASH_OUT,338367.22,C1649381935,41.0,0.0,C1071101308,0.0,338367.22,0,0
251,CASH_IN,220665.04,C2005427895,61847.0,282512.04,C471192303,737359.63,1653394.71,0,0
373,CASH_OUT,121887.5,C305462527,0.0,0.0,C1225804796,261103.52,382991.02,0,0
261,DEBIT,1931.3,C812901373,0.0,0.0,C387416201,105954.46,107885.76,0,0
257,PAYMENT,1004.82,C845852181,99513.0,98508.18,M71963617,0.0,0.0,0,0
161,CASH_OUT,180596.76,C516456923,59512.0,0.0,C1170810028,12453.1,460010.5,0,0
139,CASH_OUT,40762.51,C951837342,17101.32,0.0,C1300045705,194436.02,235198.53,0,0
350,CASH_OUT,293860.03,C195522678,70152.0,0.0,C553289898,0.0,293860.03,0,0
212,CASH_OUT,127412.95,C341425732,0.0,0.0,C33449248,652154.7,779567.65,0,0
183,CASH_OUT,336258.8,C693953044,823.0,0.0,C1811547383,576219.19,912477.99,0,0
249,PAYMENT,5470.41,C514773900,0.0,0.0,M81359458,0.0,0.0,0,0
178,CASH_OUT,211911.62,C1196387795,3912.0,0.0,C1157064632,2057911.48,2269823.1,0,0
401,CASH_OUT,302683.62,C1853228595,0.0,0.0,C2061061177,2271277.42,2573961.04,0,0
594,PAYMENT,15745.54,C84468451,11234.0,0.0,M407197425,0.0,0.0,0,0
34,PAYMENT,25017.12,C1729512464,14651.0,0.0,M574979847,0.0,0.0,0,0
372,TRANSFER,1415547.6,C1178193443,49717.0,0.0,C1710966287,1077686.85,2493234.45,0,0
185,PAYMENT,50899.15,C173280442,201.0,0.0,M1542397370,0.0,0.0,0,0
297,CASH_OUT,102789.55,C262452282,0.0,0.0,C142111352,779797.19,882586.74,0,0
375,CASH_OUT,214393.54,C448526441,15323.0,0.0,C1950899619,251096.89,465490.43,0,0
227,PAYMENT,13580.67,C776485375,177687.0,164106.33,M778158391,0.0,0.0,0,0
399,CASH_IN,139372.22,C1881150203,7423274.96,7562647.18,C1753917718,167543.99,28171.77,0,0
408,CASH_IN,75142.66,C880791510,7413284.76,7488427.42,C1475530280,151597.01,76454.34,0,0
256,CASH_IN,283447.81,C1436203138,300.0,283747.81,C416731869,1722253.88,1438806.08,0,0
356,PAYMENT,376.74,C1239446851,271103.96,270727.22,M147036095,0.0,0.0,0,0
279,PAYMENT,7997.41,C1287223433,0.0,0.0,M583097135,0.0,0.0,0,0
159,TRANSFER,362337.9,C1559627187,0.0,0.0,C909711078,839149.2,1201487.1,0,0
164,CASH_OUT,383674.85,C1261666862,0.0,0.0,C1381656876,2703248.32,3086923.17,0,0
14,CASH_IN,485246.19,C229988442,13917.0,499163.19,C1514087105,1345726.5,1304594.36,0,0
42,PAYMENT,6142.53,C1753063919,0.0,0.0,M1965030023,0.0,0.0,0,0
236,PAYMENT,7274.53,C1973723922,971.0,0.0,M319328963,0.0,0.0,0,0
177,CASH_OUT,134254.66,C1424306707,0.0,0.0,C615161579,942219.99,1076474.65,0,0
137,TRANSFER,205954.25,C1608348898,0.0,0.0,C1410411127,215974.65,421928.9,0,0
211,CASH_OUT,377062.04,C227809696,0.0,0.0,C1397551520,443754.58,820816.63,0,0
274,PAYMENT,23001.53,C1095387097,136410.04,113408.51,M248556708,0.0,0.0,0,0
133,PAYMENT,47850.27,C1605028081,0.0,0.0,M1513835022,0.0,0.0,0,0
330,CASH_OUT,277277.11,C1848987662,3115.17,0.0,C851464909,1068430.48,1345707.59,0,0
286,CASH_IN,145307.16,C1837628447,2556667.58,2701974.75,C956452254,203113.93,57806.77,0,0
10,CASH_OUT,329705.71,C506430839,20870.0,0.0,C1191371193,310593.98,868864.34,0,0
205,CASH_OUT,167126.9,C1473423215,9400.0,0.0,C475819631,301675.7,468802.6,0,0
309,CASH_OUT,18189.71,C849182530,12226.0,0.0,C1538418342,201595.36,219785.07,0,0
157,CASH_OUT,198035.9,C1497371824,0.0,0.0,C629294752,1382207.98,1580243.88,0,0
249,CASH_OUT,123293.71,C1306705188,165224.0,41930.29,C219838098,298714.85,422008.56,0,0
326,CASH_OUT,183808.48,C1374583847,12505.0,0.0,C1446034011,0.0,183808.48,0,0
279,PAYMENT,9082.62,C859004303,7172.0,0.0,M1400430352,0.0,0.0,0,0
407,PAYMENT,5444.21,C2030953052,30310.0,24865.79,M588123041,0.0,0.0,0,0
401,CASH_OUT,139572.79,C675844730,0.0,0.0,C443459636,5775482.34,5915055.13,0,0
40,CASH_OUT,280721.91,C202663384,0.0,0.0,C1234776885,11916193.33,12196915.24,0,0
277,CASH_OUT,111797.29,C430026018,21450.0,0.0,C1452077641,0.0,111797.29,0,0
166,PAYMENT,27687.68,C1032257586,0.0,0.0,M158013331,0.0,0.0,0,0
259,CASH_OUT,35928.98,C1174976527,36031.0,102.02,C539881247,475153.0,511081.97,0,0
131,CASH_OUT,482654.82,C1032279666,12527.0,0.0,C1010496632,425180.74,907835.56,0,0
297,PAYMENT,14173.73,C23572666,26528.69,12354.96,M628746076,0.0,0.0,0,0
275,PAYMENT,8724.71,C1191313638,650.0,0.0,M359469783,0.0,0.0,0,0
232,CASH_OUT,50302.79,C1588832099,103955.05,53652.26,C529649790,359216.72,409519.5,0,0
184,TRANSFER,151366.26,C1871642316,0.0,0.0,C2047922069,243861.93,395228.19,0,0
8,TRANSFER,1108300.48,C295530538,52188.03,0.0,C1768641212,1237508.23,3922199.3,0,0
135,PAYMENT,22618.71,C1601436579,7628.99,0.0,M983667814,0.0,0.0,0,0
42,CASH_IN,2580.59,C1504282792,3460950.82,3463531.4,C199169439,492387.53,489806.94,0,0
180,CASH_OUT,298857.08,C492994543,0.0,0.0,C190359591,1245838.77,1544695.86,0,0
688,PAYMENT,12043.81,C1238669842,0.0,0.0,M1890123863,0.0,0.0,0,0
36,CASH_IN,97266.52,C262332621,42932.0,140198.52,C999058936,331873.5,234606.97,0,0
329,CASH_IN,132989.14,C336112414,9316137.83,9449126.96,C1656200313,157025.23,24036.1,0,0
323,CASH_OUT,249666.73,C1922223021,11662.0,0.0,C739794648,119942.18,369608.91,0,0
297,PAYMENT,25855.58,C746858540,392003.55,366147.98,M689634356,0.0,0.0,0,0
19,CASH_OUT,374234.42,C418165826,1068.0,0.0,C629986470,126692.85,500927.27,0,0
137,CASH_OUT,168339.05,C857167052,0.0,0.0,C1549322377,317979.4,486318.45,0,0
11,PAYMENT,5958.0,C1381645675,820641.3,814683.3,M1201213381,0.0,0.0,0,0
41,CASH_OUT,120524.41,C1326536919,6422.0,0.0,C1054029040,207143.06,327667.48,0,0
307,CASH_OUT,18367.92,C2093175988,0.0,0.0,C862064694,2695421.65,2713789.56,0,0
262,CASH_OUT,18244.31,C1889945056,5006.0,0.0,C631510457,202416.01,220660.31,0,0
284,TRANSFER,23613.06,C682514761,73800.83,50187.77,C99758111,200802.16,224415.22,0,0
327,CASH_OUT,195441.11,C195593804,190.0,0.0,C513900341,193656.27,389097.38,0,0
20,CASH_OUT,182834.13,C590301072,20046.0,0.0,C1389813491,182621.96,365456.09,0,0
309,CASH_IN,154734.8,C2131039232,11270.0,166004.8,C297997606,0.0,0.0,0,0
201,CASH_OUT,41209.18,C1168103652,45277.07,4067.89,C1304812371,364350.03,405559.21,0,0
275,CASH_OUT,243148.32,C473662092,0.0,0.0,C925290218,627058.0,1188424.64,0,0
371,PAYMENT,3899.72,C899970235,76917.0,73017.28,M264842214,0.0,0.0,0,0
308,CASH_OUT,86871.95,C1739872480,0.0,0.0,C1252406074,994415.0,1081286.95,0,0
132,CASH_OUT,134113.21,C1099974605,249.0,0.0,C220139100,191197.54,325310.75,0,0
405,PAYMENT,19259.75,C61896025,29347.0,10087.25,M1366278855,0.0,0.0,0,0
137,PAYMENT,42516.25,C1771679112,79648.0,37131.75,M1472201389,0.0,0.0,0,0
163,PAYMENT,20687.43,C934172281,316.0,0.0,M1990789032,0.0,0.0,0,0
11,CASH_OUT,232800.53,C2025148989,0.0,0.0,C453306510,3169930.0,3402730.53,0,0
688,CASH_OUT,109238.21,C1358870495,161196.13,51957.92,C353737891,250525.75,359763.96,0,0
401,CASH_OUT,5429.99,C1671092724,0.0,0.0,C1338804545,16141.31,21571.29,0,0
282,PAYMENT,5338.64,C1288223342,30740.0,25401.36,M320482355,0.0,0.0,0,0
162,PAYMENT,4310.78,C1016865441,18404.7,14093.92,M431038843,0.0,0.0,0,0
354,CASH_OUT,11336.12,C762189703,14964.67,3628.54,C1405508598,1475075.75,1486411.88,0,0
308,CASH_OUT,90548.47,C1080470836,10100.0,0.0,C372840746,20883.0,94130.04,0,0
324,PAYMENT,3580.68,C1052940169,0.0,0.0,M306448392,0.0,0.0,0,0
257,CASH_OUT,60576.62,C988442427,0.0,0.0,C196730986,216305.15,276881.76,0,0
321,CASH_OUT,43960.29,C1831837404,0.0,0.0,C1219867185,3196579.81,3240540.1,0,0
209,PAYMENT,6103.81,C1838668525,129903.0,123799.19,M2010523282,0.0,0.0,0,0
299,PAYMENT,17082.38,C102368912,517.0,0.0,M1220687846,0.0,0.0,0,0
186,PAYMENT,1008.03,C726227769,32887.14,31879.11,M229118540,0.0,0.0,0,0
240,CASH_IN,84574.57,C422168203,2911305.91,2995880.48,C1983763511,422441.15,337866.58,0,0
42,CASH_OUT,66642.78,C1780360791,0.0,0.0,C1279827292,13196155.89,13262798.68,0,0
180,CASH_OUT,196321.9,C572301077,287.0,0.0,C1211739784,0.0,196321.9,0,0
308,CASH_OUT,304698.55,C2053050615,0.0,0.0,C2143290788,903432.2,1208130.75,0,0
283,CASH_OUT,211587.12,C393589404,0.0,0.0,C461157772,2601509.36,2813096.48,0,0
589,CASH_OUT,532409.31,C1728624669,181608.0,0.0,C663509979,256550.8,788960.12,0,0
405,PAYMENT,21255.43,C1754119980,0.0,0.0,M1743458016,0.0,0.0,0,0
17,PAYMENT,182.36,C409789883,64577.0,64394.64,M2126311037,0.0,0.0,0,0
326,CASH_OUT,351109.94,C103595264,8688.0,0.0,C376365104,0.0,351109.94,0,0
275,CASH_OUT,288615.53,C102877011,11049.0,0.0,C1174755019,0.0,288615.53,0,0
276,CASH_IN,44232.77,C615998582,27813915.67,27858148.44,C1169623703,2253551.59,2209318.83,0,0
160,CASH_IN,221126.14,C584373009,14468.0,235594.14,C2104896976,0.0,0.0,0,0
374,PAYMENT,6278.35,C1718716735,508195.62,501917.27,M43909874,0.0,0.0,0,0
11,PAYMENT,6950.08,C770120290,104941.0,97990.92,M310623138,0.0,0.0,0,0
352,CASH_IN,165066.62,C1506223292,5241879.74,5406946.35,C1704904262,43161389.54,42996322.93,0,0
23,CASH_OUT,153866.17,C686665639,0.0,0.0,C1636857554,1213133.47,1366999.64,0,0
132,PAYMENT,2918.72,C340135400,105.0,0.0,M1062925674,0.0,0.0,0,0
500,CASH_IN,184564.28,C785227103,10069.0,194633.28,C1860639435,0.0,0.0,0,0
260,PAYMENT,2721.84,C1816980979,0.0,0.0,M198587861,0.0,0.0,0,0
258,CASH_OUT,184498.62,C304938911,0.0,0.0,C632509462,1634629.37,1819127.99,0,0
354,PAYMENT,5700.74,C1319713184,6205.0,504.26,M1603939375,0.0,0.0,0,0
273,PAYMENT,7730.86,C528007559,78335.0,70604.14,M472402923,0.0,0.0,0,0
370,CASH_IN,81926.6,C627187072,2846749.79,2928676.39,C564063280,2424452.7,2342526.11,0,0
334,PAYMENT,10608.48,C206179954,61222.0,50613.52,M1743870416,0.0,0.0,0,0
378,PAYMENT,20.14,C408230600,10890.0,10869.86,M1810651800,0.0,0.0,0,0
305,PAYMENT,656.96,C820039238,0.0,0.0,M1458286581,0.0,0.0,0,0
163,CASH_IN,121372.53,C2059250838,6358964.99,6480337.52,C2009959757,3967528.85,3846156.32,0,0
286,PAYMENT,1693.56,C2088927834,5571.0,3877.44,M1600403506,0.0,0.0,0,0
259,CASH_OUT,73731.74,C999122639,751037.0,677305.26,C1787412979,0.0,73731.74,0,0
260,PAYMENT,439.65,C2145176650,0.0,0.0,M2000372955,0.0,0.0,0,0
13,PAYMENT,8116.63,C2058551110,143707.85,135591.22,M1199206791,0.0,0.0,0,0
285,PAYMENT,4172.23,C2039992528,18287.0,14114.77,M1519517119,0.0,0.0,0,0
142,CASH_IN,157015.09,C1022133084,3085697.77,3242712.85,C1867241098,1651511.35,1494496.27,0,0
346,CASH_OUT,195128.51,C917341040,0.0,0.0,C1696496807,197921.75,393050.26,0,0
154,CASH_IN,155668.0,C493381459,50251.0,205919.0,C461767479,97443.45,0.0,0,0
138,PAYMENT,29485.45,C795576122,100192.0,70706.55,M1173952847,0.0,0.0,0,0
329,CASH_OUT,160942.47,C795442161,143.0,0.0,C968546736,0.0,160942.47,0,0
41,CASH_OUT,145995.55,C1172580107,0.0,0.0,C506426624,1109115.81,1255111.36,0,0
375,PAYMENT,10264.79,C110742974,171997.0,161732.21,M404742663,0.0,0.0,0,0
309,CASH_IN,42735.35,C623254145,19551759.27,19594494.62,C899530712,3508619.29,3465883.93,0,0
38,CASH_OUT,65439.69,C343861407,0.0,0.0,C1037746358,6837692.37,6903132.07,0,0
599,TRANSFER,223600.48,C135685814,41782.0,0.0,C799363481,2857479.74,3081080.21,0,0
684,TRANSFER,8144221.35,C1768712425,494.0,0.0,C1215188576,1993871.41,10138092.76,0,0
157,CASH_IN,175315.86,C1961759896,10473523.28,10648839.14,C1963994638,804618.66,629302.8,0,0
330,CASH_IN,330528.93,C147644287,8712600.98,9043129.91,C2009412643,428090.19,97561.26,0,0
203,PAYMENT,8455.88,C1621196785,115083.0,106627.12,M904088870,0.0,0.0,0,0
236,CASH_IN,232808.6,C348104603,101228.0,334036.6,C1733980426,201704.74,0.0,0,0
186,CASH_IN,205255.16,C1993542936,812334.13,1017589.29,C368070839,321326.41,116071.25,0,0
514,TRANSFER,468449.59,C463500180,0.0,0.0,C1363444816,594867.27,1063316.86,0,0
188,PAYMENT,2975.17,C471856773,0.0,0.0,M140180361,0.0,0.0,0,0
211,CASH_OUT,540801.61,C476021683,0.0,0.0,C1552181570,4254974.71,4795776.32,0,0
9,CASH_IN,114079.97,C1485701547,61058.0,175137.97,C1533101408,261.0,0.0,0,0
215,PAYMENT,55724.94,C378915065,0.0,0.0,M1105854158,0.0,0.0,0,0
326,CASH_OUT,193426.77,C1490545325,0.0,0.0,C888618072,528317.5,721744.27,0,0
13,CASH_IN,123267.58,C745999309,1125978.58,1249246.16,C2104543265,644476.85,521209.26,0,0
191,PAYMENT,4875.13,C1978558872,42593.06,37717.94,M678087513,0.0,0.0,0,0
274,CASH_OUT,347368.61,C1090628283,0.0,0.0,C457250171,2708775.99,3056144.6,0,0
260,CASH_OUT,173884.64,C561804062,0.0,0.0,C1403808692,4515612.17,4490971.87,0,0
308,PAYMENT,1755.63,C1186117779,50213.8,48458.18,M2040252505,0.0,0.0,0,0
371,CASH_IN,172878.69,C1595535377,23763228.95,23936107.64,C503814692,457358.83,284480.13,0,0
153,CASH_OUT,312813.31,C2077972624,49988.0,0.0,C2042299295,0.0,312813.31,0,0
332,PAYMENT,8878.34,C1224839077,0.0,0.0,M2042040173,0.0,0.0,0,0
619,TRANSFER,1289142.33,C235649723,1289142.33,0.0,C935439037,0.0,0.0,1,0
161,CASH_OUT,171880.07,C22003059,31019.0,0.0,C729990233,0.0,171880.07,0,0
186,CASH_OUT,348034.16,C345818579,6093.0,0.0,C1967334471,225824.8,573858.96,0,0
15,PAYMENT,13283.67,C788853278,26787.91,13504.25,M1466116638,0.0,0.0,0,0
590,CASH_IN,181790.71,C239274130,1796658.74,1978449.45,C994312994,1329489.97,1147699.26,0,0
18,CASH_IN,39533.53,C924685922,1249102.18,1288635.71,C616346659,45102.0,0.0,0,0
186,CASH_OUT,220323.5,C1793669254,0.0,0.0,C1048564488,241222.58,461546.08,0,0
351,CASH_IN,207225.16,C1895280858,709.0,207934.16,C1213743262,4107586.05,4099181.77,0,0
18,PAYMENT,3983.96,C2144725765,44019.0,40035.04,M139394773,0.0,0.0,0,0
258,PAYMENT,13605.61,C292872703,587151.0,573545.39,M258709928,0.0,0.0,0,0
544,CASH_OUT,163083.13,C1381153461,10405.0,0.0,C512826791,232058.33,395141.46,0,0
298,CASH_OUT,150817.58,C753536770,0.0,0.0,C1953604385,1164090.71,1314908.29,0,0
546,PAYMENT,58659.25,C591524360,0.0,0.0,M1208036376,0.0,0.0,0,0
402,TRANSFER,602882.86,C1432785943,0.0,0.0,C707890131,1796177.24,2399060.1,0,0
15,PAYMENT,3489.11,C927995272,189557.8,186068.69,M2088349465,0.0,0.0,0,0
202,CASH_OUT,179687.53,C988935780,63.0,0.0,C674212865,137080.4,316767.92,0,0
22,PAYMENT,1494.66,C960397780,15148.0,13653.34,M1395329386,0.0,0.0,0,0
398,PAYMENT,1116.92,C1111500576,0.0,0.0,M563647468,0.0,0.0,0,0
33,CASH_IN,213385.71,C751112990,1082898.38,1296284.09,C932961301,382804.43,169418.73,0,0
209,CASH_IN,245753.01,C1204401764,5642.0,251395.01,C1990088844,0.0,0.0,0,0
205,CASH_IN,265556.27,C385451024,426447.0,692003.27,C1902831953,0.0,0.0,0,0
300,PAYMENT,50782.22,C300255104,0.0,0.0,M951550568,0.0,0.0,0,0
395,CASH_IN,73808.11,C467717224,7868291.84,7942099.95,C1908767536,119023.36,45215.25,0,0
331,CASH_IN,69927.39,C1232242630,1613875.08,1683802.46,C699459605,1555858.71,1485931.33,0,0
350,TRANSFER,1909633.88,C171208189,173267.0,0.0,C609633100,4238541.77,6148175.65,0,0
255,CASH_IN,176377.29,C1277379362,11621.0,187998.29,C1841283444,1391652.23,1215274.93,0,0
323,CASH_IN,456308.9,C1939934024,2328577.09,2784885.99,C1151194980,1027974.96,571666.07,0,0
350,CASH_IN,17621.07,C649958501,4032826.25,4050447.32,C691382843,187497.96,169876.89,0,0
179,PAYMENT,1888.3,C1027729917,0.0,0.0,M1376756493,0.0,0.0,0,0
205,CASH_OUT,253858.02,C1558243431,1105.0,0.0,C1951218915,0.0,253858.02,0,0
161,CASH_OUT,383985.43,C399678323,24777.0,0.0,C1034344563,0.0,383985.43,0,0
181,CASH_OUT,63956.15,C579214710,31236.0,0.0,C696479186,0.0,63956.15,0,0
134,CASH_IN,506108.22,C1206750301,2243342.54,2749450.77,C886236003,1259028.97,752920.75,0,0
164,PAYMENT,14426.78,C1967260915,409663.0,395236.22,M1890633093,0.0,0.0,0,0
279,CASH_OUT,194376.01,C2046499863,100906.0,0.0,C1391201154,562193.85,756569.86,0,0
138,PAYMENT,18685.45,C1881755167,158811.34,140125.89,M1918725779,0.0,0.0,0,0
382,TRANSFER,1487850.34,C2073261300,0.0,0.0,C1727991265,1649818.3,3137668.63,0,0
256,PAYMENT,17431.09,C2043036052,0.0,0.0,M1696543518,0.0,0.0,0,0
396,CASH_IN,242183.1,C1982434316,10488.0,252671.1,C309154182,273853.25,31670.14,0,0
259,PAYMENT,5754.93,C911246974,10493.28,4738.36,M209120756,0.0,0.0,0,0
16,CASH_IN,84018.85,C905353445,4380019.56,4464038.42,C1165155051,5063960.92,4979942.07,0,0
155,CASH_IN,223293.66,C2056059939,3418212.97,3641506.63,C1818201641,2937690.84,3222059.24,0,0
236,PAYMENT,18505.56,C1662069887,104085.4,85579.84,M1427938663,0.0,0.0,0,0
135,CASH_IN,79540.87,C289838839,305311.0,384851.87,C508949216,40355.0,0.0,0,0
187,PAYMENT,9833.23,C226916010,0.0,0.0,M561427383,0.0,0.0,0,0
327,CASH_IN,213430.82,C2011930899,13385.0,226815.82,C739703424,0.0,0.0,0,0
211,CASH_OUT,61667.19,C1154732875,101708.13,40040.94,C1728687484,163650.48,225317.68,0,0
119,TRANSFER,293245.7,C1693478829,1436.0,0.0,C813163690,1138456.58,1431702.28,0,0
162,TRANSFER,1343647.84,C1902065751,0.0,0.0,C681368225,1741480.95,3085128.79,0,0
233,PAYMENT,12391.71,C1792560709,20518.0,8126.29,M2041576611,0.0,0.0,0,0
256,CASH_IN,176241.47,C770734173,4661250.5,4837491.98,C559035831,6218231.79,6041990.31,0,0
324,CASH_IN,515109.65,C1431523244,10696.0,525805.65,C263475699,53567.74,0.0,0,0
525,CASH_IN,69970.21,C496351011,19156696.59,19226666.8,C601209403,1038278.47,968308.26,0,0
17,CASH_OUT,225765.64,C1217893204,0.0,0.0,C1898581681,2021963.82,2247729.46,0,0
370,CASH_IN,44685.87,C1014459250,3255003.92,3299689.8,C253816624,13600289.75,13555603.88,0,0
334,PAYMENT,1816.15,C2097623302,61475.0,59658.85,M1722632339,0.0,0.0,0,0
355,PAYMENT,5212.2,C428376487,3327646.38,3322434.18,M1434445348,0.0,0.0,0,0
301,CASH_OUT,250380.14,C1961254607,144823.0,0.0,C119915722,104766.2,355146.34,0,0
323,CASH_OUT,213781.35,C1821764143,53822.0,0.0,C1876055846,2506012.08,2719793.43,0,0
182,CASH_IN,192951.6,C869754677,30611.0,223562.6,C1524766682,5090282.23,4897330.63,0,0
130,CASH_OUT,584801.3,C1206658080,32172.0,0.0,C583366973,5916.2,665829.73,0,0
164,PAYMENT,6740.19,C1792613106,126817.23,120077.03,M1491997358,0.0,0.0,0,0
205,PAYMENT,20276.97,C1301355531,486764.4,466487.43,M628337054,0.0,0.0,0,0
621,CASH_OUT,228496.71,C790305846,34184.84,0.0,C1106907289,876464.79,1104961.5,0,0
301,PAYMENT,5288.59,C815942037,10958.0,5669.41,M674068246,0.0,0.0,0,0
229,PAYMENT,30030.69,C941845979,13928.0,0.0,M1448536229,0.0,0.0,0,0
330,CASH_OUT,44170.96,C899955934,0.0,0.0,C846848902,8067955.38,7779265.47,0,0
16,PAYMENT,14569.53,C900914429,0.0,0.0,M400236581,0.0,0.0,0,0
282,CASH_OUT,106700.69,C150080005,0.0,0.0,C1168422649,1381044.99,1487745.68,0,0
130,TRANSFER,40769.26,C983421861,230987.48,190218.22,C1495215611,0.0,40769.26,0,0
305,PAYMENT,51609.45,C395334801,0.0,0.0,M546554107,0.0,0.0,0,0
332,CASH_IN,45333.6,C40968937,8601874.69,8647208.28,C271350446,2281623.96,2236290.36,0,0
352,CASH_IN,194875.75,C122310442,8268305.13,8463180.88,C1284172856,1029295.43,834419.68,0,0
349,CASH_IN,188353.08,C1242175141,5058096.44,5246449.52,C1081182921,816912.9,628559.82,0,0
38,PAYMENT,7292.23,C222611693,0.0,0.0,M444157768,0.0,0.0,0,0
601,CASH_IN,144612.4,C1612274108,2514076.63,2658689.03,C827281402,284849.0,140236.6,0,0
45,CASH_OUT,195236.85,C1377536019,0.0,0.0,C248632418,840126.34,1035363.19,0,0
492,CASH_OUT,9607.53,C1776948472,50859.71,41252.18,C80382103,121754.43,131361.96,0,0
11,CASH_IN,137205.84,C1130491515,0.0,137205.84,C319762070,0.0,0.0,0,0
43,TRANSFER,1047336.46,C187162632,17047.0,0.0,C1488319546,2582871.71,3630208.17,0,0
351,PAYMENT,8952.76,C396488166,0.0,0.0,M1516056320,0.0,0.0,0,0
211,PAYMENT,1646.35,C1380372586,0.0,0.0,M31100741,0.0,0.0,0,0
283,CASH_OUT,102936.74,C114671783,0.0,0.0,C711698198,6225830.06,6328766.8,0,0
187,CASH_OUT,107344.33,C367128976,35953.0,0.0,C321509815,5477420.02,5584764.35,0,0
162,PAYMENT,1846.17,C1882230369,103821.0,101974.83,M1000741189,0.0,0.0,0,0
133,PAYMENT,46146.1,C1196061917,992257.27,946111.18,M1292369499,0.0,0.0,0,0
9,CASH_OUT,521761.69,C951079102,0.0,0.0,C642244095,7586967.67,8156857.46,0,0
187,CASH_OUT,265202.17,C715488165,32247.0,0.0,C74710008,0.0,265202.17,0,0
209,PAYMENT,7912.96,C667124913,49980.0,42067.04,M888528359,0.0,0.0,0,0
132,CASH_IN,96505.6,C700571542,3834236.38,3930741.98,C560586004,238225.07,268947.67,0,0
305,CASH_IN,57950.78,C1611429955,3724390.5,3782341.28,C1296515672,203072.71,145121.93,0,0
187,TRANSFER,1662440.1,C1163619455,11342.0,0.0,C1070084760,1096861.71,2845485.22,0,0
163,TRANSFER,246293.28,C123760492,0.0,0.0,C1921759425,669582.16,915875.44,0,0
232,CASH_OUT,29059.45,C1611709997,23761.0,0.0,C459352042,31280.58,60340.03,0,0
33,PAYMENT,2111.45,C1278176796,0.0,0.0,M1212215474,0.0,0.0,0,0
349,TRANSFER,641679.47,C828379518,0.0,0.0,C802021544,15942420.67,16783710.67,0,0
408,TRANSFER,599364.88,C1897347194,8796.38,0.0,C1478115426,1888266.63,2487631.51,0,0
161,CASH_OUT,241347.01,C1601324325,0.0,0.0,C1970241168,3105304.42,3346651.43,0,0
522,CASH_IN,389009.09,C2004882109,857499.43,1246508.52,C1760137579,1533081.99,1144072.89,0,0
298,TRANSFER,2443022.7,C1377008913,0.0,0.0,C1631373293,5099677.9,7542700.6,0,0
254,CASH_OUT,118279.91,C1967181689,0.0,0.0,C123981426,876771.08,995050.99,0,0
380,PAYMENT,14430.1,C1814920705,544.0,0.0,M1260469872,0.0,0.0,0,0
225,CASH_OUT,111818.13,C2005948961,0.0,0.0,C1620657401,479478.14,591296.27,0,0
400,PAYMENT,1820.43,C605595415,48549.0,46728.57,M1429555949,0.0,0.0,0,0
231,PAYMENT,1175.3,C1079248340,58522.92,57347.62,M1385415765,0.0,0.0,0,0
309,CASH_OUT,264720.46,C1864643400,0.0,0.0,C908985837,5924402.54,6189123.0,0,0
404,TRANSFER,132027.62,C95510990,88280.62,0.0,C1830304613,2485518.68,2617546.29,0,0
